RR interval,Signal 1 mean,Signal 1 std,Signal 1 iqr,Signal 1 valley,Signal 1 skewness,Signal 1 kurtosis,Signal 1 entropy,Signal 2 mean,Signal 2 std,Signal 2 iqr,Signal 2 valley,Signal 2 skewness,Signal 2 kurtosis,Signal 2 entropy,Signal 1 psd entropy,Signal 1 psd dominant magnitude,Signal 2 psd entropy,Signal 2 psd dominant magnitude,Type
0.1447721179624665,0.4980948064462982,0.2656335948659163,0.2115473441108543,0.9028174765210291,0.7201640973058364,0.42862161048509156,0.4724996453889536,0.663659521708166,0.21542428849818174,0.14225053078556266,0.8341346153846156,0.7670314570652387,0.4335666669687885,0.4725482196058006,0.43359730831436083,0.2578286559555498,0.4063727989747188,0.20072898587689653,Q
0.17895442359249333,0.3670471977762144,0.24457027361511066,0.22725173210161578,0.875051041241323,0.7432878034700725,0.48176661418598465,0.5244904002915205,0.6447200730914475,0.21696900788698903,0.2016985138004238,0.8261217948717949,0.7430133574416604,0.44769350228014826,0.5245076149257686,0.4568767473480848,0.24479426004057636,0.47888943788268346,0.24599220511622144,Q
0.14678284182305634,0.4943882988169843,0.23498009036770978,0.14226327944572623,0.9097590853409554,0.7814712013953274,0.5110440164309952,0.47585677420525063,0.7144417437336101,0.17431047261018376,0.091295116772823,0.8685897435897436,0.8179544279191882,0.5229430609589769,0.4758987154705907,0.40805826097402376,0.17334373820579838,0.37484436356475226,0.17465502166892555,Q
0.1655495978552279,0.3711791445776509,0.26771085789020294,0.11270207852193934,0.8677011024908128,0.7979263071733805,0.5239085915879326,0.5051232411412345,0.7080320138663523,0.1968500792351304,0.11464968152866216,0.8673878205128205,0.8818964918927986,0.5927515854879323,0.5051945244108111,0.44738722476524784,0.2087582240294808,0.4281937202305045,0.21001333126584723,Q
0.16487935656836464,0.5591320257442405,0.3036450919994823,0.12193995381062292,0.912209064924459,0.786587395192303,0.4981820826168496,0.5040786235375674,0.755731534884855,0.2628434957795646,0.09394904458598648,0.8818108974358976,0.8704825139254209,0.5552789252200402,0.5041372690040384,0.48586109719246445,0.3318235606449397,0.49668577487621624,0.3328834554958852,Q
0.15750670241286865,0.2917340788362477,0.2460048769246271,0.26420323325635015,0.8579011841567987,0.7381040031322395,0.5508163893839725,0.4929293158345056,0.6595914312163527,0.2522740642637912,0.1549893842887467,0.825721153846154,0.8091946983340542,0.5054722467072683,0.4929219154654041,0.6970517024912372,0.19091955979029948,0.6698356596509323,0.19220296360712166,Q
0.17091152815013408,0.40028249291266604,0.3117575530473866,0.22725173210161684,0.8893425888117599,0.6154524500938899,0.26084519389856414,0.512932965220978,0.6268039066086462,0.22625947335368626,0.2229299363057317,0.7952724358974359,0.6334892901945984,0.2507419169087726,0.513044580694884,0.48924051480283887,0.3282843812097867,0.4609543498709553,0.3293498900839736,Q
0.16219839142091155,0.2870304155757264,0.23984576050335513,0.16120092378752823,0.8640261331155574,0.7327533671771728,0.4662433051288524,0.5001253612729217,0.5872936410553105,0.1740664284542079,0.08014861995753683,0.7996794871794872,0.759974895316037,0.4781315070344204,0.5001755666825276,0.4295050870206549,0.23821409853983863,0.4064070333040234,0.23942248139640837,Q
0.1655495978552279,0.4053663901052804,0.23637138539973218,0.14041570438799014,0.8824009799918333,0.7824825300480132,0.5351432044707236,0.5051674255270493,0.6503903662303592,0.1623681469583746,0.046709129511675926,0.8441506410256412,0.8918861639835569,0.6522958459107541,0.5052184401322659,0.4529073394193344,0.2404816888108164,0.44556843598777385,0.14086814675750722,Q
0.1702412868632708,0.37526642704452584,0.23400237254568895,0.21478060046189376,0.8836259697835851,0.7138648286786143,0.4593445285823091,0.5120765008645569,0.7376737487673117,0.15259304453064848,0.16985138004246197,0.8601762820512822,0.5512064800221511,0.25938355723522244,0.5121339627438053,0.44174766548381134,0.2017414851521296,0.37994318702551433,0.18554521248282008,Q
0.16823056300268097,0.34092050460188617,0.27447076980934054,0.19214780600461748,0.8762760310330748,0.7283057282531707,0.4357164047873014,0.5090768829525383,0.6690128315008681,0.2741269401603916,0.13588110403396886,0.8217147435897436,0.7633252240002399,0.3926063564477242,0.5090838487438942,0.6433554243516073,0.2480748396720066,0.7179658107054544,0.2338131369931282,Q
0.15817694369973193,0.3367656870243003,0.3172807042555519,0.09191685912240122,0.8734177215189873,0.7572292432676029,0.46171991443825816,0.4938590676864978,0.6368351131909473,0.26055215561288764,0.104033970276007,0.8133012820512819,0.846527249777834,0.5339489975697546,0.4939493178979526,0.4959699098984777,0.3360733139079649,0.4875027223896772,0.27877820460130476,Q
0.18029490616621985,0.4102774395424049,0.2868887955382462,0.2170900692840636,0.8848509595753369,0.7528050636084558,0.48413529029509433,0.5262989792322252,0.6993718626614993,0.24366498213334226,0.14225053078556144,0.8369391025641026,0.8498804001565571,0.5857006858021604,0.5263538961129697,0.47598297259854416,0.24485063208033286,0.4974351041995668,0.20451439175366098,Q
0.14544235924932977,0.19939969948274694,0.26072439300371236,0.1736720554272513,0.8378930175581871,0.7494208667540083,0.4628094390806861,0.47360260390656284,0.6185990744099148,0.16534283441869155,0.04458598726114586,0.8249198717948718,0.7961736680210256,0.49342116735218633,0.47369614408656524,0.43523109697538415,0.25086536862897596,0.3714656898835371,0.17970105783629178,Q
0.15080428954423594,0.3339799934112655,0.2701283451049348,0.20415704387990677,0.8648427929767251,0.7583189838558044,0.47987767521166613,0.4823253030048882,0.6791909029260332,0.23623942676389675,0.15392781316348225,0.8389423076923077,0.8163371923437132,0.5166377863773236,0.4823682784626502,0.4497720996179839,0.2091499834672576,0.44930757200715454,0.2104044692752311,Q
0.1601876675603217,0.38637151027144157,0.2563904358508732,0.05542725173210057,0.8917925683952634,0.8176255925576827,0.5603648264071807,0.49704853782784153,0.5761131168470146,0.1703090596138147,0.05732484076432988,0.8052884615384615,0.854595669962927,0.5807196548347385,0.49711901130236846,0.4450702052429301,0.26908146878599126,0.4082046254493763,0.2702408882777083,Q
0.16689008042895442,0.39125557880379347,0.2741296488362649,0.13764434180138443,0.8881175990200083,0.7929972542259873,0.5195720369836611,0.5071044750291442,0.6339769556071189,0.22042148674900622,0.07006369426751509,0.8269230769230771,0.8927943986236935,0.6210487109542875,0.5071605146031921,0.4652640483660033,0.2706842976846341,0.4587911888226196,0.1948065458822164,Q
0.1601876675603217,0.5075712429430475,0.2511927487504625,0.051732101616627335,0.9126173948550431,0.8070695641261405,0.5527113602978688,0.4970604355881274,0.6814245462223005,0.22448731014888143,0.07218683651804636,0.8353365384615383,0.8625909305196086,0.5888049336068027,0.4970783144708666,0.457401756081133,0.2886018106379867,0.47320940373825005,0.2897302659882001,Q
0.13941018766756036,0.3538157673593201,0.2428109238598357,0.16073903002309342,0.8672927725602286,0.7264069061153156,0.4344950896518862,0.4635042247946495,0.6330170996581317,0.1867169244139367,0.0822717622080681,0.8301282051282053,0.794132348689879,0.4735657907607573,0.463551153765422,0.4033049116399457,0.2076156425707962,0.3767557218572062,0.18180233270986862,Q
0.15013404825737267,0.3989042365454676,0.28001368586532477,0.11639722863741256,0.8999591670069418,0.7542250180169833,0.4523953916274015,0.48123601325127185,0.5172737706187145,0.1737714166683735,0.07218683651804515,0.7760416666666667,0.7947451048196489,0.4672109493399866,0.4813378689300718,0.45243944011612164,0.26132968300844694,0.40607993852086044,0.2625013987700522,Q
0.15348525469168903,0.3282568685611924,0.2328805482417096,0.16720554272517238,0.8587178440179666,0.7291863781159303,0.45678755626003475,0.48664948598994506,0.6072927363654066,0.18460978202828646,0.07218683651804636,0.8116987179487181,0.8061965998534745,0.5165439647192132,0.4866827780083549,0.413293008460984,0.2251608162607613,0.3963258870097034,0.22638990488583866,Q
0.1561662198391421,0.3830657854490376,0.22194446820581767,0.13210161662817405,0.8717844017966518,0.7543625307231485,0.48867528060585347,0.49087940902009364,0.6087637884307084,0.19210178758757196,0.11252653927813087,0.8092948717948718,0.7642856814841565,0.46818573262212493,0.4908898582242003,0.40303215198976977,0.2048593938249551,0.40633388592051023,0.20612068558058186,Q
0.15951742627345847,0.2788553616145695,0.2110397004404996,0.1644341801385677,0.8534095549203757,0.7188411049428292,0.4543173038544953,0.4960754116416466,0.6045337151314096,0.15986442531798561,0.14437367303609272,0.8068910256410258,0.645718029081082,0.35363236719227803,0.49610018349806206,0.3931560868609776,0.19471077164400483,0.3686654496897446,0.1959881616511715,Q
0.16152815013404828,0.3193608496562579,0.24526825543632322,0.12193995381062292,0.8746427113107391,0.7581993247267453,0.4811647435888041,0.49910323867927575,0.6027589448151347,0.17701029481244554,0.09660297239914996,0.8108974358974359,0.7702483353551901,0.46218337869053944,0.499157503712403,0.45208679959945125,0.23114166262927263,0.4090647869882992,0.2323612641370305,Q
0.15817694369973193,0.4019629833155651,0.2723241471258169,0.21939953810623453,0.888525928950592,0.7424091353269927,0.46508160594054504,0.49393408896753743,0.7059892246203572,0.2411521405219177,0.1926751592356689,0.840945512820513,0.7525627268381998,0.4499054611584329,0.49397254306419014,0.4526187156795865,0.2606442634191814,0.46522508284849595,0.2424414897208854,Q
0.1742627345844504,0.37157464058583045,0.20636577995540814,0.13579676674364832,0.8766843609636588,0.7577939854111557,0.5311874736863206,0.5179099493060382,0.5694010775344425,0.11809248207758155,0.1374734607218679,0.794471153846154,0.7375046637801704,0.4764888125492048,0.5179500236436247,0.43528535278825947,0.1252579643639337,0.3561256555585781,0.23319259185510555,Q
0.1675603217158177,0.39154154663776986,0.22538150372082918,0.16073903002309342,0.8746427113107391,0.7630328388932567,0.514847529260086,0.50816047682794,0.6628837063637527,0.1676254325062212,0.16613588110403404,0.8345352564102564,0.7073426491209883,0.403009710837939,0.5081940147349295,0.43646190887442865,0.22107929733737625,0.4037675675493262,0.22231486027168712,Q
0.16957104557640754,0.27253381427683365,0.19816681919380075,0.1431870669745948,0.8562678644344632,0.7939230166290999,0.5699101443454888,0.5111405706328607,0.6745304998127755,0.147861259081279,0.11252653927813087,0.8549679487179489,0.7727834544930952,0.5136401516720934,0.5111587522610721,0.4298538138445791,0.11334978454208078,0.3921927679295608,0.23939214822185867,Q
0.1588471849865952,0.32562989212043014,0.24350209087431232,0.21893764434180077,0.8652511229073092,0.6608963720029537,0.38025311868178074,0.4950040085073599,0.6731469902825622,0.14822972076827204,0.21231422505307895,0.8413461538461537,0.5541154851965072,0.24734087577661729,0.49507968833394256,0.4309613480615092,0.22535044520958106,0.36164709205788204,0.22657923303574573,Q
0.15951742627345847,0.26601830116342384,0.20719929454845784,0.1431870669745948,0.8628011433238056,0.7576307182285372,0.5022200534432363,0.4960800612553009,0.5493337811870993,0.11869837895717447,0.0642250530785547,0.7984775641025641,0.7920444693394354,0.5465693037181394,0.4961256142253776,0.41010645485454433,0.19200700597050746,0.3460302375683383,0.1213604232097977,Q
